Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Kalapeng Mamelodi Crossing Pharmacy,Clinic,+27 12 805 9231,,"Shop S7 Stand 40327 Maphalla Drive, Mamelodi Pretoria, 0122",-25.714092,28.334402,South Africa
Kamaqhekeza (Naas) clinic,Clinic,,,,-25.671505,31.860983,South Africa
Kareedouw Surgery,Clinic,,,,-33.951943,24.293198,South Africa
Karen Park Clinic,Clinic,+27 12 358 9105,,"Heinrich Avenue, Karenpark, Akasia",-25.665585,28.107186,South Africa
Karen Park Clinic,Clinic,+27 12 358 9105,,"Heinrich Avenue, Karenpark, Akasia, 0118",-25.665602,28.106964,South Africa
Kasselsvlei Clinic,Clinic,,,"Kasselsvlei Road, Bellville South, 7530",-33.915202,18.644061,South Africa
Kealeboga Pharmacy,Clinic,,,"761 Stanza Bopape Street, Arcadia, Pretoria, 0083",-25.744673,28.217941,South Africa
Kenilworth Medicross,Clinic,+27 86 605 5061,kenilworth@medicross.co.za,"67 Rosmead Avenue, Kenilworth, 7708",-33.990111,18.479583,South Africa
Kgatelopele Wellness Centre,Clinic,,,"Hector Peterson Street, Mahikeng",-25.834376,25.605713,South Africa
Kgotsong Clinic,Clinic,+27 57 382 1117,,"15590 Maile Street, Welkom",-27.390247,26.64422,South Africa
KimMed Private Hospital,Clinic,,,"136 Du Toitspan Road, Kimberley",-28.744119,24.770731,South Africa
Kimberley Eye Care Centre,Clinic,,,"Du Toitspan Road, Kimberley",-28.74462,24.771393,South Africa
King's PC Clinic,Clinic,,,Da Gama Road,-34.049986,24.923183,South Africa
Klarinet Clinic,Clinic,+27 13 652 2002,,"612 Carmen Street, eMalahleni, Mpumalanga",-25.834269,29.204396,South Africa
Kliptown Clinic,Clinic,,,"21 Ascot Road, Eldorado Park, 1811",-26.290146,27.895224,South Africa
Kloof Medical Centre,Clinic,+27 31 764 0945,,"9 Cnr Mkoko Road & Lyngarth Road, Kloof, 3610",-29.794248,30.821656,South Africa
Kmaile Clinic,Clinic,,,,-27.383689,26.657954,South Africa
Koffiefontein Mine Clinic,Clinic,,,,-29.427235,24.998166,South Africa
Koketso Medical Centre,Clinic,+27 14 565 6699,,"Makheni Street, Tlhabane, 0299, ZA",-25.646277,27.222238,South Africa
Kopanong Clinic,Clinic,,,"402 Letaoana Street, Tlholong, Kestell, 9860",-28.331347,28.698026,South Africa
Koster Gateway Clinic,Clinic,+27 14 543 2726,,"Noord Street, Koster",-25.856122,26.896202,South Africa
Kromdraai Clinic,Clinic,,,,-24.959864,27.878549,South Africa
Kuyasa Clinic,Clinic,,,"Ntlazane Road, Plot 11112, Thembalethu, 6536",-34.055886,18.689418,South Africa
Kuyasa Male Clinic,Clinic,+27 21 444 6939,kuyasamale.clinic@capetown.gov.za,"Walter Sisulu Road, Khayelitsha",-34.054324,18.693903,South Africa
KwaDwesi Clinic,Clinic,+27 41 485 2223,,"43 Asrayi Street, Ibhayi",-33.84825,25.518808,South Africa
KwaMagxaki Clinic,Clinic,,,Mooda Street,-33.839682,25.534081,South Africa
KwaMhlanga Local Clinic,Clinic,,,,-25.434476,28.715757,South Africa
KwaMsane Clinic,Clinic,,,,-28.146258,31.864835,South Africa
KwaMsane Clinic,Clinic,,,,-28.427663,32.148219,South Africa
KwaNomzamo Clinic,Clinic,,,"Ketse Street, Humansdorp",-34.035218,24.7757,South Africa
Kwaggafontein Community Health Centre,Clinic,+27 13 986 0007,,"Kwaggafontein Chc, Kwaggafontein, Thembisile Rura, Kwaggafontein",-25.310621,28.943535,South Africa
Kwanokuthula Community Day Centre,Clinic,+27 44 501 5700,,"Sishiba Street, Kwanokuthula, Plettenberg Bay, 6600",-34.053054,23.319533,South Africa
LFY Clinic,Clinic,,,,-33.98177,18.463737,South Africa
LYNWARD VERSEKERINGS MAKELAARS BK,Clinic,+27 41 991 0221,,"6 Spencer Street, Kariega, 6229",-33.75865,25.409001,South Africa
Ladies Healthcare Centre,Clinic,+27 76 497 7130,,"37 Tudhope Avenue, Johannesburg",-26.187335,28.053991,South Africa
Lakefield Medical Center,Clinic,+27 114200290,,"78 Edward Street, Benoni, 1501",-26.18665,28.298678,South Africa
Lancet Labarotories Covid-19 Testing Site,Clinic,,,"46 Rhodes Avenue, Vereeniging, 1939",-26.666914,27.927254,South Africa
Lancet Laboratories - Bell street Clinic,Clinic,+27 119541503,,"Shannon Road, Krugersdorp, 1739",-26.096567,27.804001,South Africa
Lancet Laboratories - Mediclinic Muelmed,Clinic,+27 12 341 7399,,"203b Middelberg Street, Pretoria, 0132",-25.760397,28.211936,South Africa
Lancet Laboratories Codiv-19 Testing Site,Clinic,+27 53 838 0690,,"112 MacDougall Street, Kimberley, 8301",-28.765073,24.736788,South Africa
Lancet Labratories Covid 19 Testing Site,Clinic,,,"1 Boshoff Street, Krugersdorp, 1739",-26.105811,27.775504,South Africa
Lancet Labratories Covid-19 Testing Site,Clinic,+27 11 324 1859;+27 11 324 1858,,"173 Rivonia Road, Morningside",-26.095609,28.055403,South Africa
Lancet Labratories Covid-19 Testing Stie,Clinic,,,"8 Park Street, Bedfordview, 2007",-26.177942,28.136649,South Africa
Lancet Labratories Covid-19 Testing site,Clinic,,,"68 Voortrekker Road, New Redruth, 1449",-26.270542,28.121822,South Africa
Langenhoven Park Clinic,Clinic,+27 51 446 3756,,"Bloemfontein, 9301",-29.097781,26.155956,South Africa
Lavender Hill Clinic,Clinic,+27 21 701 9005;+27 21 701 9006,,"74 Grindle Crescent,, Lavender Hill, 7945",-34.068463,18.486134,South Africa
Lebaka clinic,Clinic,+27 15 310 6012,,"Mohlabaneng Village, Letaba",-23.463435,30.367437,South Africa
Leeufontein Clinic,Clinic,,,"RVCX+JQR, Leeuwfontein-A, Mpumalanga, 0449, Kenya, Leeuwfontein-A",-25.178776,28.899604,South Africa
Legae Private Clinic,Clinic,,,,-25.525854,28.037812,South Africa
Lenasia Extension 2 Clinic,Clinic,+27 11 852 1055,,"Eland Street, Lenasia",-26.320954,27.825128,South Africa
Lenasia Renal Centre,Clinic,,,,-26.326718,27.863796,South Africa
Lephoi Clinic,Clinic,,,,-30.505207,25.975346,South Africa
Lesogo Health Centre,Clinic,,,Madibogo,-26.429528,25.17168,South Africa
Life Hunterscraig,Clinic,+27 41 507 9500,Carolyn.Reynolds@lifehealthcare.co.za,"22 Park Drive, Gqeberha, 6000",-33.968758,25.609756,South Africa
Life Occupational Health,Clinic,,,,-25.716984,28.294355,South Africa
Life St Mary's Women's Clinic,Clinic,,,15 Middlesex Street,-26.259092,28.434809,South Africa
Limpopo Medical Centre,Clinic,+27 15 290 3600,,"Unit 6 Limpopo Medical Centre, 45A Thabo Mbeki Street, Polokwane, 0700",-23.909625,29.464548,South Africa
Lizo Nobanda TB Centre,Clinic,,,,-34.054201,18.666642,South Africa
Lolo Women Clinic,Clinic,,,,-25.858021,25.643935,South Africa
Lotus River Community Health Centre,Clinic,+27 21 703 3131,,"1 Delia Road, Lotus River",-34.026699,18.507787,South Africa
Luvuyo Clinic,Clinic,+27 21 444 0531,luvuyo.clinic@capetown.gov.za,"Hlela Road, Makaza, Cape Town",-34.050468,18.709542,South Africa
Lydenburg Mediese Sentrum,Clinic,,,,-25.093244,30.456248,South Africa
Lüneburg Clinic,Clinic,+27 34 995 0053,,"Main Road, Paulpietersburg, 3180",-27.329936,30.630934,South Africa
M.L. Pessen Clinic,Clinic,+27 11 411 0172,,"Sutherland Aevnue, Randfontein, 1759",-26.181946,27.702157,South Africa
Mabeskraal Community Health Centre,Clinic,,,,-25.192355,26.802804,South Africa
Macabuzela Clinic,Clinic,+27 35 562 7008,,"D855, Hluhluwe,Kzn",-28.027934,32.159928,South Africa
Macassar Community Day Centre,Clinic,,,,-34.060995,18.763615,South Africa
Machibini Clinic,Clinic,,,,-28.281248,32.045168,South Africa
Machibini Clinic,Clinic,+27 35 550 7911,,"Mount Frere, 5090",-28.281018,32.045311,South Africa
Madiba Provincial Clinic,Clinic,,,,-28.979427,29.69255,South Africa
Madiba Satellite Clinic,Clinic,,,,-26.739825,20.322142,South Africa
Madikwe clinic,Clinic,,,,-25.357364,26.534299,South Africa
Madwaleni Clinic,Clinic,+27 355507909;+27 837122279,,"Madwaleni, Umkhanyakude District Municipality",-28.263793,32.221923,South Africa
Madwaleni Clinic,Clinic,,,,-28.263776,32.222005,South Africa
Magogwe Medical Center,Clinic,,,,-25.907234,25.610083,South Africa
Maikane Medical Suites,Clinic,,,,-25.662098,27.241606,South Africa
Maitland Clinic,Clinic,+27 21 400 4333,maitland.clinic@capetown.gov.za,"2 Norfolk Street, Cape Town",-33.921979,18.489531,South Africa
Maitland Community Health Clinic,Clinic,+27 21 510 6473,,"3 Norfolk Street, Cape Town",-33.922079,18.489077,South Africa
Makhowe Clinic,Clinic,+27 35 562 0090,,"A2140 Road, Hluhluwe, Kwazulu-natal",-27.96085,32.140356,South Africa
Maletsatsi Mabaso Clinic,Clinic,,,,-29.254801,26.732003,South Africa
Maletsatsi Mabaso Clinic,Clinic,+27 51 532 1723,,Botshabelo,-29.254894,26.731838,South Africa
Mamaila Clinic,Clinic,,,,-23.351003,30.242829,South Africa
Mamaila Clinic,Clinic,,,,-23.350786,30.242795,South Africa
Mamelodi West Primary Health Care Clinic,Clinic,+27 12 358 6420,,"6883 Nthsabeleng Street, Mamelodi West, Pretoria, 0122",-25.714326,28.348788,South Africa
Mamre Community Health Clinic,Clinic,,,,-33.512655,18.476946,South Africa
Mandela Sisulu Clinic,Clinic,+27 11 983 8602,,"8299 Pela Street, Orlando West, Soweto, 1804",-26.235232,27.906053,South Africa
Mandleni Provincial Clinic,Clinic,,,"Ngubo - Msinga, KwaZulu-Natal",-28.723476,30.35769,South Africa
Manor Medical Centre,Clinic,,,"189 Kelvin Drive, Morningside Manor, Sandton",-26.068111,28.074134,South Africa
Manyiseni Clinic,Clinic,+27 35 591 0045,,"Umkhanyakude District Municipality, KwaZulu-Natal",-26.91401,32.035488,South Africa
Maphalle clinic,Clinic,,,"Modjadjiskloof, Mopani District Municipality, Limpopo, 0838",-23.468266,30.311719,South Africa
Maphumolo Clinic,Clinic,,,,-29.156756,31.066308,South Africa
Marapyane Community Health Centre,Clinic,+27 12 724 9934,,"Marapyane, 0431",-25.016707,28.806324,South Africa
Margareta Womens Clinic & Medical Centre,Clinic,,,"Margareta Street, Pretoria, 0001",-25.73906,28.192297,South Africa
Maria Rantho Clinic,Clinic,+27127972857,,"3180 Block L, Soshanguve, 0152",-25.540186,28.103364,South Africa
Marie Stopes Pretoria,Clinic,+27 800117785,,"379 Johannes Ramokhoase Street, Pretoria, 0001",-25.743104,28.196133,South Africa
Masakhane Clinic,Clinic,,,,-26.115918,28.090563,South Africa
Masakona Clinic,Clinic,,,,-23.274004,30.244391,South Africa
Masakona clinic,Clinic,+27 15 873 0493;+27 82 505 0201,,"Masakona, Vuwani, Vhembe District Municipality, 0941",-23.273835,30.244342,South Africa
Mashau clinic,Clinic,,,"Mashau, Limpopo",-23.168794,30.217378,South Africa
Matthew Goniwe Clinic,Clinic,+27 21 444 2918,,"9 Khwahlaza Street, Cape Town, 7784",-34.04417,18.705741,South Africa
Mayenzeke Clinic,Clinic,+27 214443479,,"41 Fundana Street, Makaza, City of Cape Town, 7784",-34.052137,18.701995,South Africa
Mayfair Clinic,Clinic,,,,-26.20726,28.015576,South Africa
Mayizekanye Clinic,Clinic,+27 33 503 0155,,"D599 Estezi, Wartbur, Pietermaritzburg",-29.531045,30.625384,South Africa
Mbadleni Clinic,Clinic,+27 35 591 0249,,"1014 Magistrate Road, Mbadleni, Umkhanyakude District Municipality",-26.962569,32.135253,South Africa
Mbangweni Provincial Clinic,Clinic,,,,-28.821712,30.403405,South Africa
McGregor Clinic,Clinic,+27 23 625 1932,,"Tindall Street, McGregor",-33.947702,19.82892,South Africa
Med Step Clinic,Clinic,+27 123357596,info@medstep.co.za,"353B Booysen Street, Pretoria, 0084",-25.711141,28.195132,South Africa
Med-X Roodepoort,Clinic,,,,-26.171025,27.907251,South Africa
Medi Centre,Clinic,,,Pretoria,-25.717629,28.153329,South Africa
Medical & Dental Centre,Clinic,,,"1 8th Avenue, Port Elizabeth, 6001",-33.986657,25.667598,South Africa
Medical Centre,Clinic,,,"Potgieter Road, Bela-Bela, 0480",-24.887473,28.29374,South Africa
Medicape,Clinic,,,,-33.910434,18.421286,South Africa
Medicare24,Clinic,+27 11 918 8611,assist@medicare24.co.za,"Wiek Street, Boksburg, 1459",-26.178389,28.245726,South Africa
Medicross Carlswald Medical Centre,Clinic,+27 11 318 0634,,"Carlswald Decor Centre 5th Road, Carlswald, 1683",-25.981976,28.118982,South Africa
Medicross East London,Clinic,+27 43 707 4200,,"Medicross East London Quartzite Drive, East London",-32.993617,27.906583,South Africa
Medicross Fish Hoek,Clinic,+27 21 782 6057,fishhoek@medicross.co.za,"5th Avenue, Fish Hoek Cape Town, 7975",-34.137332,18.427528,South Africa
Medicross Medical Centre (Germiston),Clinic,+27118247300,,"Cnr Webber & Olivier Road, Estera,Germiston, 1422",-26.252716,28.187624,South Africa
Medicross Medical Centre Krugersdorp,Clinic,+27 116607224,,"Luipaard Street, Krugersdorp, 1739",-26.10661,27.777591,South Africa
Medicross Meldene Medical and Dental Centre,Clinic,+27 11 482 2291; +27 11 727 3404,meldene@medicross.co.za,"Cnr 3rd Ave & Main Street, Melville Johannesburg",-26.176909,28.000687,South Africa
Medicross Mossel Bay,Clinic,+27 44 693 1470,,"Melkhout Street, Mossel Bay, 6506",-34.183827,22.113848,South Africa
Medicross Pinetown,Clinic,+27 31 709 3070,,"2 Meller Road, New Germany, Pinetown, 3610",-29.815564,30.863998,South Africa
Medicross Private Hospital,Clinic,,,"08 McIntyre Road, Parow, 7500",-33.904667,18.588642,South Africa
Medicross the Berg,Clinic,+27 11 673 4150; +27 11 670 2400,,"The Berg Shopping Centre Bergbron Drive, Johannesburg, 1709",-26.162917,27.952622,South Africa
Medigate Medical Centre 2,Clinic,,,"Medigate Road, Umhlanga Ridge, Durban, 4321",-29.726984,31.069077,South Africa
Medipraxx Clinic,Clinic,,,"Oliver Tambo Drive, MITCHELLES PLAIN, 7785",-34.017391,18.580822,South Africa
Medwell SA,Clinic,,,,-29.880426,30.925936,South Africa
Mehlakazi Clinic,Clinic,,,,-27.705682,32.146724,South Africa
Melomed,Clinic,,,,-33.984042,18.47986,South Africa
Men's Clinic International,Clinic,,,,-25.40277,28.721765,South Africa
Men's Health Clinics,Clinic,+27818231313,,"132 Fox Street, 2107",-26.205992,28.045169,South Africa
"Menlyn Retail Park, Clicks Pharmacy",Clinic,,,"Lois Avenue, Menlyn Retail Park, Pretoria, 0161",-25.787676,28.276631,South Africa
Middlewater clinic,Clinic,+27 15 874 2165,,,-23.415673,30.206019,South Africa
Midstream Hill Medical Park,Clinic,+27 12 942 1399,,Midhill Boulevard,-25.926112,28.180841,South Africa
Mofolo South Clinic,Clinic,+27 11 984 4050,,"739 Elias Motsoaledi Road, Soweto, Gauteng, 1801",-26.247453,27.884004,South Africa
Mogosane Clinic,Clinic,,,,-25.738273,25.550345,South Africa
Mogwase Health Center,Clinic,+ 27 14 555 5611,,,-25.274536,27.224883,South Africa
Mogwase health center,Clinic,,,,-25.274488,27.224851,South Africa
Mohodi Clinic,Clinic,+27 15 505 9012,,"Mohodi Ga-manthata Village, Dendron Mogwadi, Limpopo",-23.322504,29.228186,South Africa
Mokamole Clinic,Clinic,,,,-23.962802,28.613208,South Africa
Mokgola clinic,Clinic,+27 18 365 9015,,"Motswedi,Zeerust",-25.328854,26.123148,South Africa
Molefi Tau Clinic,Clinic,+27 51 533 0315,,"Stand 3221-3222 Simon Moletsane Senior Street, Botshabelo, Free State",-29.211212,26.719154,South Africa
Molweni,Clinic,,,,-29.776353,30.784963,South Africa
Mondeor Medical Centre,Clinic,,,"274 Columbine Avenue, Johannesburg South, 2091",-26.277396,28.010863,South Africa
Mononono Clinic,Clinic,,,,-25.044819,27.187576,South Africa
Mopani Pharmacy,Clinic,+27 134555500,,"Wild Fig Street, iLanga Mall, Mbombela, 1212",-25.468873,30.956088,South Africa
Mopani pharmacy,Clinic,+27137555500,,"Silva Street, Mbombela, 1212",-25.471842,30.967691,South Africa
Morton & Partners Radiologists,Clinic,,,,-33.918116,18.430027,South Africa
Moruleng Clinic,Clinic,,,,-25.170401,27.167701,South Africa
Mosate Medical Center,Clinic,,,4279 Deetlefs Avenue,-25.640755,28.089448,South Africa
Motherwell Community Health Centre,Clinic,,,"81 Tyinira Street, Motherwell",-33.811765,25.597727,South Africa
Motlhabe Clinic,Clinic,,,,-25.06681,26.943986,South Africa
Moutse East Clinic,Clinic,,,,-25.15154,29.105223,South Africa
Mpembeni Clinic,Clinic,+27 35 838 8600,,"Hlabisa, Kwazulu-natal",-28.132654,31.94118,South Africa
Mphathi Clinic,Clinic,,,,-28.163441,30.234308,South Africa
Mpukunyoni Clinic,Clinic,+27 35 550 9142,,"D1918 road, Mtubatuba, 3935",-28.367389,32.174189,South Africa
Msengi clinic,Clinic,+27 158115915,,"Noblehoek, Mopani District Municipality, Limpopo",-23.345557,30.370015,South Africa
Mthungweni Clinic,Clinic,+27 35 476 1000,,"Uthungu, 3815",-28.811264,31.053891,South Africa
Mtubatuba Clinic,Clinic,,,,-28.411189,32.185417,South Africa
Mtubatuba Clinic,Clinic,,,,-28.411172,32.185238,South Africa
Mukula Clinic,Clinic,,,,-22.858226,30.584916,South Africa
Myclinic,Clinic,+27 11 980 6121,,"De Beer Street, Johannesburg",-26.192388,28.034461,South Africa
NOAH Clinic,Clinic,,,"19 Regent Street, Cape Town, 7915",-33.928547,18.452377,South Africa
Naledi Health Centre,Clinic,,,"2605 Caswell Koekoe Street, Kroonstad",-27.635911,27.174395,South Africa
Napier,Clinic,,,,-34.474691,19.894475,South Africa
Ncibidwane Provincial Clinic,Clinic,,,,-29.187323,29.636722,South Africa
Ndengeza clinic,Clinic,+27 15 811 5902,,"Ndengeza,Giyani",-23.315909,30.40608,South Africa
Ndlovu Medical Centre,Clinic,,,,-25.284387,29.193552,South Africa
Ndumo Clinic,Clinic,+27 35 591 0150,,"Ndumu Area, Ingwavuma",-26.92493,32.251495,South Africa
Nelimahle Phamarcy,Clinic,+27 12 790 7101,,"Soshanguve, 0152",-25.485305,28.095437,South Africa
Neo Clinic,Clinic,,,,-24.835198,27.011422,South Africa
Netcare Constantia Day Clinic,Clinic,,,"374 Ontdekkers Road Cnr Christiaan de Wet Florida Hills, Roodepoort, 1709",-26.147836,27.900459,South Africa
Netcare Linksfield Private Clinic,Clinic,+27 11 647 3400,,"24 12th Avenue, Orange Goove,Johannesburg, 2192",-26.160062,28.096403,South Africa
Netreg Clinic,Clinic,+27 21 694 1733,,Jakkalsvlei Avenue,-33.948808,18.560395,South Africa
Nevada Medical Center,Clinic,,,"Johanna Van Den Merwe Road, Sebokeng,Vreeniging",-26.547624,27.869929,South Africa
New Boikhutsong Clinic,Clinic,,,,-25.442611,28.110143,South Africa
Newkwa Medical Centre,Clinic,+27 31 577 2765,,"909-913 Inanda Road, Durban, 4037",-29.781498,30.968288,South Africa
Nhlungwana Clinic,Clinic,+27 35 870 2101,,"Nhlungwane, Mahlabathini, 3865",-28.306933,31.50194,South Africa
Nizamiye Clinic,Clinic,,info@nizamiyecomplex.co.za,,-26.015625,28.129456,South Africa
Nkundusi Clinic,Clinic,,,,-28.145903,32.319689,South Africa
Nkundusi Clinic,Clinic,,,,-28.14613,32.319716,South Africa
Nkungwini Clinic,Clinic,+27 35 591 0078,,"D1842 Road, Jozini",-27.009857,32.00864,South Africa
Nkurhi clinic,Clinic,+27 15 961 5991;+27 71 861 9895,,,-23.213297,30.554425,South Africa
Nkwalini Clinic,Clinic,,,,-28.726029,31.525015,South Africa
Nolungile Community Health Clinic,Clinic,+27 21 444 2803,,"Site C Nyakenye Street, Khayelitsha, Western Cape",-34.01346,18.650401,South Africa
Nongogo V N Physiotherapy,Clinic,+27 114246864,,"6166 Mocke Street, Daveyton, 1520",-26.140346,28.424007,South Africa
Noordheuwel Clinic,Clinic,+27 119541491,,"cnr Hoffnaar & Libertas street, Krugersdorp, 1739",-26.089571,27.807593,South Africa
Northmead Clinic,Clinic,+27 11 425 0742,,"Cnr Hospital & Aster Street, Northmead, Benoni, 1501",-26.1596,28.312206,South Africa
Nothanda Clinic,Clinic,,,,-30.598739,27.735504,South Africa
Nseleni Community Health Centre,Clinic,,,,-28.666545,32.025775,South Africa
Ntabamhlope Provicial CHC,Clinic,,,,-29.103769,29.688337,South Africa
Ntabamhlope Provicial CHC,Clinic,,,,-29.103754,29.688394,South Africa
Ntlharhimed Clinic,Clinic,+27 79 932 0071,,"05 Mapungubwe Street, Tembisa, 1632",-25.998128,28.218706,South Africa
Ntondweni Clinic,Clinic,+27 35 550 7900,,"60 Saunders Street, Hlabisa, Umkhanyakude District Municipality, 3937",-28.199758,32.168303,South Africa
Nyanga Community Day Clinic,Clinic,,,Sithandatu Avenue,-33.99167,18.585198,South Africa
Olifantshoek clinic Grounds;Olifantshoek clinic,Clinic,,,"16 van Riebeeck, Olifantshoek,, 8450",-23.334522,30.274816,South Africa
Olympus Medical Centre,Clinic,,,"941 Henley Street, Pretoria, 0081",-25.791533,28.331107,South Africa
Opticross Optometrists,Clinic,+27 11 791 4933,,"Rabie Street, Randburg, 2194",-26.10521,27.976921,South Africa
Optima Rustenvrede,Clinic,,,,-33.909813,18.945479,South Africa
Orania Kliniek,Clinic,+27 53 664 0030;+27 53 207 0072,,"2 Gannaboslaan, Orania, 8752",-29.822748,24.418509,South Africa
Orchards Clinic,Clinic,,,"Louis Botha Avenue, Orange Grove, Johannesburg, 2037",-26.154533,28.085445,South Africa
Oxford Healthcare Centre,Clinic,+27 10 350 0350,info@oxfordhealthcare.co.za,"75 Oxford Road, Randburg, 2196",-26.163157,28.047297,South Africa
Oxford Road Day Clinic,Clinic,+27 11 484 5168,,"99 Oxford Road, Saxonwold, 2196",-26.158856,28.046493,South Africa
PEERMED HEALTH CENTRE,Clinic,+27 12 321 6317,info.pretoria@peermed.co.za,"267 Madiba Street, Pretoria, 0002",-25.745005,28.191306,South Africa
PTA North clinic,Clinic,+27 12 565 6667,,"377 Jack Hindon Street, Pretoria, 0182",-25.66701,28.168935,South Africa
Palm Ridge Clinic,Clinic,,,,-26.387674,28.143707,South Africa
Panorama Dermatology Clinic,Clinic,,,"48 Hennie Winterbach Street, Panorama, Parow, 7500",-33.878205,18.576311,South Africa
Panorama Dermatology Clinic,Clinic,,,,-33.878277,18.576403,South Africa
Panorama Medical Centre,Clinic,,,"Hennie Winterbach Street, Panorama, Parow",-33.877006,18.576857,South Africa
Panorama Oncology Centre,Clinic,+27 21 939 7790,info@pacso.co.za,"60 Hennie Winterbach Street, Cape Town, South Africa",-33.877987,18.575811,South Africa
Panorama Plastic Surgery Clinic,Clinic,+27 21 930 1855,plclaser@mweb.co.za,"49 Hennie Winterbach Street Panorama, Cape Town, South Africa",-33.877441,18.576213,South Africa
Panorama Psychiatry and Memory,Clinic,+27 21 930 2177; +27 73 509 5089,,"48 Hennie Winterbach Street, Panorama, Parow, 7500",-33.878049,18.576497,South Africa
Park Centre Clinic,Clinic,+27 41 994 1290,,"Park Lane Clinic Building, Cnr Cannon & Church Street, Uitenhage",-33.763935,25.401078,South Africa
Park Medix Medical Centre,Clinic,,,"8 Park Street, Bedfordview, 2007",-26.17805,28.136664,South Africa
Parkdene Medical Centre,Clinic,+27 119179902,,"318 Trichardts Road, Parkrand, Johannesburg, 1459",-26.227941,28.254529,South Africa
Parkdene Medical Centre,Clinic,+27 11 917 9902,,"318 Trichardts Road, Parkdene, Johannesburg, 1459",-26.227935,28.254531,South Africa
Pefferville Clinic,Clinic,+27 43 722 1494,,"19 Rotterdam Road, East London, 5209",-33.012352,27.880673,South Africa
Pelikan Park CDC,Clinic,+27 21 814 1218,,"25 Babbler Street, Pelikan Park",-34.06003,18.524338,South Africa
Pelikan Park Satellite Clinic,Clinic,+27 21 396 2343,,"5 Francolin Road, Pelican Park",-34.064729,18.527186,South Africa
Penlyn Medicentre,Clinic,,,"52 Bellmore Avenue, Mount View, 7780",-33.98392,18.524566,South Africa
Perth Clinic,Clinic,,,"Perth Clinic Medical Havelock Street, Perth",-26.462126,23.080764,South Africa
Perth Clinic,Clinic,,,,-26.462075,23.080844,South Africa
Petervale Clinic,Clinic,+27 11 803 6421,,"Witkoppen street & Cambridge Road, Sandton,Johannesburg, 2151",-26.037756,28.047138,South Africa
Phedisomg Medical Centre,Clinic,+27 11 926 2347,,"March 21st Street, Tembisa, 1632",-25.99886,28.240887,South Africa
Phedisong Clinic 1,Clinic,+27127033978,,"Stand 9034 Thipe Street, Ga-Rankuwa, 0208",-25.615704,27.987889,South Africa
Philani Clinic,Clinic,,,,-32.181766,25.640973,South Africa
Pholong Clinic,Clinic,,,"Main Road, Warrenton, 8530",-28.128082,24.852453,South Africa
Pholong Hospital,Clinic,,,,-28.128071,24.852447,South Africa
Phomolong Clinic,Clinic,,,"97 Pitsi Street, Tshwane, 0122",-25.727431,28.418769,South Africa
Phomolong Medical Centre,Clinic,+27 14 665 6716; +27 14 665 6717,,"Makheni Street, Tlhabane",-25.637899,27.212369,South Africa
Phomolong clinic,Clinic,+27 79 114 3499,,"275 18th Street, Saulsville,Pretoria, 0125",-25.780146,28.043397,South Africa
Pieterskraal Clinic,Clinic,,,"QWV9+GPF, Pieterskraal A, Mpumalanga, Kenya, Pieterskraal A",-25.204805,28.927624,South Africa
Pietertjie de Beer Clinic,Clinic,+27-42-555-13221,,,-32.546813,24.829102,South Africa
Placecol,Clinic,+27 12 566 9500,,"16 Lavender Road, Wonderboom Junction, Pretoria, 0066",-25.684418,28.190238,South Africa
Port Elizabeth Eye and Laser Institute,Clinic,+27 41 373 0682,marketing@eyeandlasersa.com,"205 Cape Road, Gqeberha, 6001",-33.954063,25.584059,South Africa
Pretoria North Eye Institute,Clinic,+27 12 546 3113,,"260 Eeufees Street, Pretoria, 0182",-25.675442,28.169525,South Africa
Pretoria Station Medical Centre,Clinic,+27 123212593,,"Scheiding Street, Pretoria, 0126",-25.757053,28.188253,South Africa
Pretoria north medical centre,Clinic,+27 12 565 6283,,"259 Burger Street, Pretoria, 0182",-25.675639,28.171074,South Africa
Prime Cure Clinic,Clinic,,,"Port Elizabeth, 6001",-33.957533,25.618159,South Africa
Protea Park Clinic,Clinic,+27 21 444 6940,,"75 Gardenia Street, Atlantis, 7349, ZA",-33.576679,18.49763,South Africa
Pule Sefatsa Clinic,Clinic,,,,-29.261226,26.691059,South Africa
Puremed Medical Centre,Clinic,,,,-25.721451,27.655819,South Africa
Quality Care Private Clininc,Clinic,+27 78 347 1181,,"430 Larissa Street, Tembisa, 1632",-26.00146,28.231637,South Africa
Queen Nolonolo Clinic,Clinic,,,"Nongoma, 3950",-27.899988,31.650036,South Africa
"Queenstown Aids Training, Information and Counselling Centre",Clinic,,,,-31.893385,26.87428,South Africa
Quintamed,Clinic,+27 51 422 4911,,"2 Wag 'n Bietjiebos Avenue, Pellissier, 9301",-29.148417,26.167138,South Africa
Qulashe Clinic,Clinic,+27 337019002;+27 337019003,,"Underberg, Kwa Sani Local Municipality, KwaZulu-Natal",-29.913116,29.656734,South Africa
Rabie Rabie Community Clinic,Clinic,,,,-26.019418,28.171611,South Africa
Ramokokastad Clinic,Clinic,,,"Ramokokastad, 0195",-25.148566,27.446132,South Africa
Ramotshinyadi Clinic,Clinic,+27 15 312 8828,,"Tzaneen,Limpopo",-23.63829,30.592334,South Africa
Randburg MediCross,Clinic,+27 11 796 1400,,"Cnr Rabie & Malibongwe Street, Fontainebleau Randburg, 2194",-26.110744,27.9897,South Africa
