Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region,Beds,Website
Charles Johnson Memorial Hospital,Hospital,+27 34 271 6400,sthabiso.ngwenya@kznhealth.gov.za,"Lot 92, Hlubi Street, Nquthu",-28.211045,30.673679,South Africa,385,www.kznhealth.gov.za/cjmhospital.htm
Sutherland Hospital,Hospital,Tel: (031) 327 2000,Mthetheleli.Ndlangisa@kznhealth.gov.za,"Theron Street, Sutherland, 6920",-32.39893,20.664449,South Africa,375,
Lenmed Ethekwini Hospital & Heart Centre,Hospital,,,"11, Riverhorse Road, Durban",-29.777918,30.995624,South Africa,373,
Netcare Garden City Hospital,Hospital,+27 114955000,,"35, Bartlett road, Johannesburg, 2092",-26.197504,28.004874,South Africa,365,http://www.netcarehospitals.co.za/Hospital/Netcare-Garden-City-Hospital
GJ Crookes Hospital,Hospital,+27 39 978 7000,maxwell.mbanjwa@kznhealth.gov.za,"Hospital road, Scottburgh, 4180",-30.289182,30.745067,South Africa,360,http://www.kznhealth.gov.za/gjcrookeshospital.htm
Life Wilgers Hospital,Hospital,+27 12 807 8100,,"Denneboom Road, Pretoria, 0184",-25.768377,28.319914,South Africa,360,https://www.lifehealthcare.co.za/hospitals/gauteng/pretoria/life-wilgers-hospital/
Butterworth Hospital,Hospital,+27 47 491 4161,,"Cnr Scanlen & Geach Street, Butterworth",-32.332803,28.13798,South Africa,350,
Mahatma Gandhi Memorial Hospital,Hospital,+27 31 502 1719,Siboniso.maphumulo@kznhealth.gov.za,"100, Phoenix Highway, Phoenix, Kwazulu Natal",-29.717766,31.028972,South Africa,350,https://www.kznhealth.gov.za/mahatmagandhihospital.htm
Khayelitsha Hospital,Hospital,+27 21 360 4200,,"C/o Steve Biko and Walter Sisulu Drives, Khayelitsha, Cape Town, 7784",-34.050897,18.674575,South Africa,340,
Vryheid Hospital,Hospital,+27 34 982 2111,,"Coswald Brown Street, Vryheid, 3100",-27.757884,30.797481,South Africa,338,www.kznhealth.gov.za/vryheidhospital.htm
Mamelodi Hospital,Hospital,,,"1947, Mathane Avenue, Tshwane, 0122",-25.719602,28.36894,South Africa,337,
Life St George's Hospital,Hospital,+27 41 392 6111,,"40, Park Drive, Gqeberha, 6001",-33.968583,25.604554,South Africa,302,
Medi clinic Sandton,Hospital,,,"Cnr Main Road & Peter Place, Bryanston, Johannesburg, 2021",-26.077342,28.012449,South Africa,301,
Northern Cape Mental Healthcare Hospital,Hospital,,,Oosterzee Street,-28.771763,24.72199,South Africa,287,
Dr S.K. Matseke Memorial Hospital.,Hospital,+27 11 933 5000,,"cnr Immink drive & Chris Hani road, Johannesburg, 1862",-26.258151,27.936122,South Africa,266,https://www.clinix.co.za/dr-sk-matseke-memorial-hospital
George Provincial Hospital,Hospital,+27 44 802 4528,,"Corner of Davidson and Langenhoven Road, Heatherlands, George",-33.953109,22.450659,South Africa,266,www.georgehospital.co.za
Binangonan Lakeview Hospital,Hospital,,,"Manila East Road, Binangonan",14.502496,121.169989,Philippines,883,https://www.ourblh.com
Chong Hua Hospital,Hospital,,,"Don Mariano Cui Street, Cebu, 6000",10.310048,123.8912,Philippines,660,www.chonghua.com.ph
Cagayan Valley Medical Center,Hospital,+6378 3020000;+6378 3043789;+6378 304 1410;+6378 304­1810,,"Dalan na Pagayaya, Tuguegarao",17.656583,121.747123,Philippines,649,http://cvmc.doh.gov.ph/
Mayor Hilarion A. Ramiro Sr. Medical Center,Hospital,,,"Ozamiz-Oroquieta Road, Ozamiz City, 7200",8.170016,123.857762,Philippines,550,
Zamboanga City Medical Center,Hospital,+6362 9912934,,"Evangelista Street, Zamboanga",6.906826,122.081316,Philippines,400,
Iloilo Doctors' Hospital,Hospital,+63 333377702,,,10.697155,122.554245,Philippines,300,
Ospital ng Maynila,Hospital,+63 025246063;+63 025246064,ommc_a@yahoo.com,"Quirino Avenue, Manila, 1004",14.563902,120.986443,Philippines,300,
Maguindanao Provincial Hospital,Hospital,,,9624,6.851613,124.430122,Philippines,299,
Davao Doctors Hospital,Hospital,+63 82 222 8000,info@ddh.com.ph,"118, E. Quirino Avenue, Davao City, 8000",7.070456,125.603844,Philippines,250,https://www.ddh.com.ph/
Quezon City General Hospital,Hospital,+632 8630800,,"Seminary Road, Quezon City",14.661506,121.01796,Philippines,250,
Ospital ng Palawan,Hospital,+63920 4408720;+6348 4346864;+6348 4342148,,"220, Malvar Street, Puerto Princesa, 5300",9.747837,118.744482,Philippines,213,
Divine Word Hospital,Hospital,+6353 3212308,,"Avenida Veteranos, Tacloban",11.241047,125.000028,Philippines,179,
Misamis Occidental Provincial Hospital,Hospital,+63 8853 11529,,President Elpidio Quirino Street,8.482325,123.802901,Philippines,159,
Adventist Medical Center Manila,Hospital,+632 8525-9192 to 98,info@amcmanila.org,"1945, Donada Street, Pasay, 1300",14.555996,120.995281,Philippines,150,https://amcmanila.org
North General Hospital,Hospital,+63 323437777;+63 323437240,,Kauswagan Road,10.373203,123.914556,Philippines,150,https://cdg.cebudocgroup.com.ph/about/hospitals/ngh
President Ramon Magsaysay Memorial Hospital,Hospital,+63915 3966014;+63919 2442299,,"J. P. Rizal Street, 2201",15.315328,119.991208,Philippines,150,
Rogaciano M. Mercado Memorial Hospital,Hospital,+63 446413038,rmmmh@bulacan.gov.ph,Jose Corazon de Jesus Street,14.818864,120.959774,Philippines,150,
Roxas Memorial Provincial Hospital,Hospital,+6336 621 0823,,Arnaldo Boulevard,11.588076,122.75283,Philippines,147,
Ciudad Medical de Zamboanga,Hospital,+63629927330,,"Mayor Vitaliano D. Agan Avenue, Zamboanga, 7000",6.915064,122.076882,Philippines,131,
Bukidnon Provincial Hospital - Maramag,Hospital,,bph_maramag@yahoo.com,,7.76472,125.008719,Philippines,130,
Lucena MMG General Hospital,Hospital,,,Old Manila South Road,13.94494,121.630928,Philippines,122,
The Medical City Iloilo,Hospital,+63 33 338 1507,,"Locsin Street, Iloilo City, 5000",10.699149,122.543016,Philippines,122,http://themedicalcityiloilo.com/
Biliran Provincial Hospital,Hospital,,,"Castin Street, 6560",11.556777,124.397084,Philippines,120,
Gregorio T. Lluch Memorial Hospital,Hospital,+63 63 221 2536,,"Gregorio T. Lluch Sr. Avenue, Iligan City, 9200",8.225999,124.254552,Philippines,119,
Mendero Medical Center,Hospital,+63 32 236 0091,,"Consolacion, 6001",10.381794,123.968269,Philippines,110,
Metro Iloilo Hospital and Medical Center,Hospital,,,Metropolis Avenue,10.762516,122.58064,Philippines,110,
St. Anthony College Hospital,Hospital,,,San Roque Street Extension,11.578009,122.756684,Philippines,110,
West Metro Medical Center,Hospital,+63 629912507;+63 0629912506,,"Veterans Avenue Extension, Zamboanga City, 7000",6.923477,122.079378,Philippines,110,
Metro Antipolo Hospital and Medical Center,Hospital,,,"Marcos Highway, Antipolo",14.624525,121.118156,Philippines,109,
Camarin Doctors Hospital,Hospital,+63960 600 2967,,"1, Camarin Road, Caloocan",14.753514,121.04012,Philippines,105,https://camarindoctorshospital.ph
Camiguin General Hospital,Hospital,,,"General B. Aranas Street, 9100",9.248474,124.721585,Philippines,105,
Pamplona Hospital & Medical Center,Hospital,+63 0282554802,,"46, Alabang-Zapote Road",14.462869,120.968774,Philippines,101,
ACE Dumaguete Doctors,Hospital,+63 355235957,,"Claytown Road, Dumaguete, 6200",9.317076,123.295991,Philippines,100,
Allah Valley Medical Specialists Center Incorporated,Hospital,+63 949 163 1598,,"General Santos Drive, Koronadal City, 9506",6.478567,124.86758,Philippines,100,
Cebu Provincial Hospital - Carcar City,Hospital,+63324878120,,"Carcar Diversion Road, Carcar",10.098788,123.643731,Philippines,100,
Cebu Provincial Hospital - Danao,Hospital,,,"Cebu North Road, Danao, 6004",10.522121,124.02896,Philippines,100,
Cebu South General Hospital,Hospital,+63 324898080,sgh_naga@yahoo.com,"Natalio Bacalso Avenue, Naga, 6037",10.231794,123.770955,Philippines,100,
Dr. George T. Hofer Medical Center,Hospital,,,"Pagadian-Zamboanga City Highway, 7001",7.815232,122.641483,Philippines,100,
Jose B. Lingad Memorial Regional Hospital,Hospital,jblmgh_2012@yahoo.com.ph,,"2000, MacArthur Highway, San Fernando, 2000",15.034482,120.684655,Philippines,100,https://jblmgh.doh.gov.ph
Medina General Hospital,Hospital,,,"7200, Governor Angel N. Medina Sr. Avenue, Ozamiz",8.145849,123.84889,Philippines,100,
Mindoro Medical Center Calapan,Hospital,,,J. P. Rizal Street,13.387676,121.165328,Philippines,100,
Ormoc District Hospital,Hospital,+63 538320119,,"Merida-Ormoc Road, Ormoc",11.022629,124.603155,Philippines,100,
450-й военный госпиталь Министерства обороны РФ,Hospital,,,,46.839606,29.631511,Moldova,0,
Ambulatoriul Bardar,Hospital,,,"2, Strada Limba Noastră, Bardar, MD-6811",46.902512,28.674713,Moldova,0,
Ambulatoriul Bușila (abandonat),Hospital,,,"1, Strada Speranțelor, Bușila",47.387801,27.813666,Moldova,0,
Ambulatoriul Cărbuna (închis),Hospital,,,Cărbuna,46.713423,28.947677,Moldova,0,
Ambulatoriul Săghieni (abandonat),Hospital,,,"16, Strada Ștefan cel Mare și Sfânt, Săghieni",47.245811,27.97208,Moldova,0,
Asociația Medicală Teritorială Ciocana,Hospital,+373022866966,,"80, Strada Vadul lui Vodă, Chișinău, MD-2052",47.031292,28.886661,Moldova,0,https://amt-ciocana.md/
Azil de batrini,Hospital,,,"60, Strada 27 August 1989, Rezina, MD-5400",47.74925,28.95508,Moldova,0,
Azilul de Bătrâni din Cimișlia,Hospital,,,"27/1, Strada Cetatea Albă, Cimișlia, MD-4101",46.515995,28.781581,Moldova,0,
Blocul central,Hospital,,,"17, Strada Vlaicu Pârcălab, Chișinău",47.017934,28.828142,Moldova,0,
Centru Sănătății din sat. Năpădeni,Hospital,,,,47.403886,28.148153,Moldova,0,
Centru de reabilitare pentru copii,Hospital,,,,48.167892,27.659472,Moldova,0,
Centru de sănătate satului Copceac,Hospital,,,,45.839211,28.69409,Moldova,0,
Centrul Clinic Republican „Constructorul”,Hospital,,,"15, Strada Nikolai Zelinski, Chișinău, MD-2038",46.992032,28.853805,Moldova,0,
Centrul Consultativ,Hospital,,,,47.773068,27.897507,Moldova,0,
Centrul Consultativ Diagnostic AMT Rîșcani,Hospital,,,"11, Strada Alecu Russo, Chișinău",47.043821,28.86637,Moldova,0,
Centrul Fiziopneumologic de Reabilitare pentru Copii din Cornești,Hospital,,,"70, Strada Ștefan cel Mare și Sfânt, Cornești",47.368333,27.997121,Moldova,0,
Centrul Medical Consultativ „Lacteia”,Hospital,,,"2, Strada Vlaicu Pîrcălab, Chișinău, MD-2009",47.015965,28.826149,Moldova,0,
Centrul Medical de Urgență Cimișlia / Serviciu de Ambulanță Cimișlia,Hospital,,,"131/C, Strada Alexandru cel Bun, Cimișlia, MD-4101",46.524708,28.775323,Moldova,0,
Centrul Medical „Neurogen”,Hospital,+37379858324,neurogenmoldova@gmail.com,"3/2, Bulevardul Mircea cel Bătrân, Chișinău, MD-2044",47.040109,28.889108,Moldova,0,www.neurogen.md
Centrul Medical „Sfântul Panteleimon”,Hospital,,,"15, Strada Igor Vieru, Chișinău",47.051548,28.893164,Moldova,0,
Centrul Medicilor de Familie,Hospital,,,Mingir,46.673656,28.328901,Moldova,0,
Centrul Medicilor de Familie (blocul 2),Hospital,,,Rezina,47.748256,28.960881,Moldova,0,
Centrul Medicilor de Familie Cantemir,Hospital,,,"22, Strada Nicolae Testemițanu, Cantemir, MD-7301",46.276346,28.206031,Moldova,0,
Centrul Medicilor de Familie Căinari,Hospital,,,"57/A, Strada Trandafirilor, Căinari, MD-7701",46.685222,29.057984,Moldova,0,
Centrul Medicilor de Familie Căușeni,Hospital,,,"18, Strada Ana și Alexandru, Căușeni, 4301",46.655257,29.408917,Moldova,0,
Centrul Medicilor de Familie Rezina,Hospital,,,"5, Bulevardul Alexei Șciusev, Rezina",47.746852,28.96117,Moldova,0,
Centrul Medicilor de Familie Vorniceni,Hospital,,,Vorniceni,47.152193,28.426463,Moldova,0,
Centrul Medicilor de Familie de la Soroca Nouă,Hospital,,,,48.175925,28.316104,Moldova,0,
Centrul Medicilor de Familie nr. 1,Hospital,,,"101B, Strada Decebal, Bălți",47.774694,27.895791,Moldova,0,
Centrul Medicilor de Familie nr. 10,Hospital,,,"19, Strada Socoleni, Chișinău",47.060414,28.839689,Moldova,0,
Centrul Medicilor de Familie nr. 12,Hospital,,,"17, Strada Miron Costin, Chișinău, MD-2068",47.050167,28.86843,Moldova,0,
Centrul Medicilor de Familie nr. 2,Hospital,,,"28, Strada Independenței, Chișinău",46.976446,28.857513,Moldova,0,
Centrul Medicilor de Familie nr. 4,Hospital,,,"24, Strada Ion Creangă, Chișinău, MD-2064",47.032438,28.804495,Moldova,0,
Centrul Medicilor de Familie nr. 5 „Sfânta Maria”,Hospital,+37322592338,,"1, Strada Ion Luca Caragiale, Chișinău",47.034907,28.790472,Moldova,0,
Centrul Medicilor de Familie Ștefan Vodă,Hospital,,,"2, Strada Nicolae Testemițeanu, Ștefan Vodă",46.514803,29.671231,Moldova,0,
Centrul Național de Asistență Medicală Urgentă Prespitalicească,Hospital,,,,46.995777,28.831526,Moldova,0,
Centrul Național de Medicină Sportivă „Atletmed”,Hospital,,,"7/1, Stradela Studenților, Chișinău, MD-2020",47.06313,28.847552,Moldova,0,https://www.atletmed.md/
Centrul Național de Transfuzie a Sângelui (Blocul B),Hospital,,,"65, Strada Gheorghe Asachi, Chișinău",46.997636,28.821476,Moldova,0,
Centrul Național de Transfuzie a Sângelui (CNTS),Hospital,+373 22 109 055,,"11, Strada Academiei, Chișinău",47.003376,28.813377,Moldova,0,https://cnts.md/
Centrul Pneumofiziologic,Hospital,,,,47.7542,27.906229,Moldova,0,
"Centrul Republican Experimental de Protezare, Ortopedie și Reabilitare",Hospital,,,Chișinău,47.028803,28.847841,Moldova,0,
Centrul Republican de Diagnostică Medicală / Institutul de Pneumologie „Chiril Draganiuc”,Hospital,,crdm@mednet.md,"13, Strada Constantin Vârnav, Chișinău",46.996762,28.832203,Moldova,0,http://crdm.ms.md/
2- больница Теректинского района,Hospital,,,Ақжайық,50.776289,51.227192,Kazakhstan,0,
4-я поликлиника,Hospital,,,,42.302014,69.598457,Kazakhstan,0,
6,Hospital,,,,50.825745,73.294238,Kazakhstan,0,
American Medical Center,Hospital,,,,43.243167,76.928061,Kazakhstan,0,
DOS dental,Hospital,,,,49.215827,50.304344,Kazakhstan,0,
DOS dental,Hospital,,,,49.215825,50.304361,Kazakhstan,0,
Dostarmed,Hospital,,,,43.214195,76.896551,Kazakhstan,0,
Dr Di Cosmetology,Hospital,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,"51/78, Қабанбай батыр көшесі, Алматы, 050000",43.25106,76.95969,Kazakhstan,0,https://invivo.kz
ERT Station,Hospital,,,,46.304371,53.44303,Kazakhstan,0,
Erensau,Hospital,,,,43.210776,76.949954,Kazakhstan,0,https://erensau.kz
Euro Med,Hospital,,,"61, Кайсенова улица",49.945774,82.622465,Kazakhstan,0,
EuroDent стоматология,Hospital,+77212518100,,,49.812476,73.113154,Kazakhstan,0,
Fitness Centre (15),Hospital,,,"15, Льва Толстого",49.946281,82.65386,Kazakhstan,0,
Gio Trade,Hospital,,,"2, Сатыбалдина улица",49.774095,73.146219,Kazakhstan,0,
ICT Lab,Hospital,,,,43.228408,76.929776,Kazakhstan,0,
IMC Mukanova,Hospital,(727) 378-64-64,,"235 A-1, Mukanov St.",43.247411,76.915035,Kazakhstan,0,https://imcalmaty.kz
Interteach,Hospital,,,,51.162593,53.015861,Kazakhstan,0,
MARTEBE,Hospital,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,45.002685,78.351754,Kazakhstan,0,https://invivo.kz
Medical Assistance Group,Hospital,,,,43.264376,76.959536,Kazakhstan,0,
Medical park,Hospital,3033333,,"105Б, Розыбакиев көшесі",43.231347,76.890236,Kazakhstan,0,
National Center for Tuberculosis Problems,Hospital,,,,43.245528,76.96299,Kazakhstan,0,https://www.nncf.kz/
On Clinic,Hospital,,,"30, улица Абдулинных, Алматы",43.260081,76.960316,Kazakhstan,0,
President,Hospital,+7 (7252) 54 04 81,,"11, Түркістан көшесі",42.317297,69.594462,Kazakhstan,0,
Private Clinic,Hospital,+7(727)2-75-99-00,info@privateclinic.kz,,43.188549,76.872462,Kazakhstan,0,https://www.privateclinic.kz/
RAVIL,Hospital,,,,51.1123,71.436162,Kazakhstan,0,
SBS med,Hospital,"+7 727 302 59 59, +7 727 302 60 00",sbsmed@mail.ru,"7Б, улица Навои, Алматы, A10P8C9",43.217673,76.880393,Kazakhstan,0,https://sbsmed.kz/
Small hospital,Hospital,,,,43.051077,78.607473,Kazakhstan,0,
Syrym aýdandyq aýrýhanasy,Hospital,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,"83, улица Сырыма Датова",50.256445,52.603127,Kazakhstan,0,https://invivo.kz
TCO Clinic,Hospital,,,E6,46.305654,53.443518,Kazakhstan,0,
Viamedis,Hospital,+7 777 868 4151,,,52.264915,76.947457,Kazakhstan,0,https://www.viamedis.kz/
Vita+,Hospital,,,"39/2, Lenin street, Aksu, 140100",52.029156,76.931607,Kazakhstan,0,
Zhurek,Hospital,,,Желтоксан,42.902118,71.368819,Kazakhstan,0,
«Жаңа ұрпақ клиникасы» халықаралық репродукция орталығы – NGC,Hospital,+77010990990,ngc_kz@gmail.com,"116/1 E1A, әл-Фараби даңғылы, 050044",43.21717,76.929601,Kazakhstan,0,https://ngc.kz/
«СЕГРЭС-2» АҚ медициналық пункті,Hospital,,,,52.025323,75.472908,Kazakhstan,0,
АМЦ,Hospital,,,"8е, Жанаконыс мкр",50.28365,57.061265,Kazakhstan,0,
Ай Мед ,Hospital,,,улица Жандосова,42.34035,69.598149,Kazakhstan,0,
Айболит,Hospital,,,,44.995768,78.355754,Kazakhstan,0,
Айнұрдың үйінде,Hospital,,,4-й микрорайон,42.338767,69.57502,Kazakhstan,0,
Айтекебийская центральная районная больница,Hospital,,,,50.43622,60.491793,Kazakhstan,0,
Акайская сельская амбулатория,Hospital,,,"1, Гарышкер",45.616706,63.276481,Kazakhstan,0,
Акимат,Hospital,,,"130а, 1-я зона, Турыш",45.447681,56.1047,Kazakhstan,0,
Акмарал больница Жуковский,Hospital,,,"24, Г.Муратбаев улица, Туркестан",43.303656,68.281554,Kazakhstan,0,
Hospital Dr. Raúl Humberto de Pasquali,Hospital,,,Ospino,9.308519,-69.44953,Venezuela,65,
AMBULATORIO SAN MIGUEL,Hospital,,,,10.642164,-71.668322,Venezuela,0,
ASCARDIO,Hospital,,,,10.063897,-69.302229,Venezuela,0,
Ambulartorio Seguro Social,Hospital,,,"Av. José Rafael Pocaterra, Guacara, 2015",10.237488,-67.896423,Venezuela,0,
Ambulatio Urbano Tipo I,Hospital,,,"Calle 3, Queniquea, 5054",7.917249,-72.014089,Venezuela,0,
Ambulatorio,Hospital,,,,5.06633,-67.812629,Venezuela,0,
Ambulatorio,Hospital,,,,6.053583,-67.279371,Venezuela,0,
Ambulatorio,Hospital,,,,8.617897,-70.191545,Venezuela,0,
Ambulatorio,Hospital,,,,10.50819,-67.60629,Venezuela,0,
Ambulatorio,Hospital,,,Carretera: Caicara del Orinoco - Ciudad Bolívar,7.442021,-64.795754,Venezuela,0,
Ambulatorio,Hospital,,,"Prolongación, Calle Ayacucho, Los Teques",10.347617,-67.047163,Venezuela,0,
Ambulatorio,Hospital,,,Lobatera,7.929726,-72.247987,Venezuela,0,
Ambulatorio,Hospital,,,,9.309169,-64.483728,Venezuela,0,
Ambulatorio,Hospital,,,,8.878855,-64.282213,Venezuela,0,
Ambulatorio,Hospital,,,,8.882839,-64.276035,Venezuela,0,
Ambulatorio,Hospital,,,,9.307023,-64.480206,Venezuela,0,
Ambulatorio,Hospital,,,,9.739813,-64.558077,Venezuela,0,
Ambulatorio,Hospital,,,,10.606369,-66.172669,Venezuela,0,
Ambulatorio,Hospital,,,,7.035404,-71.434414,Venezuela,0,
Ambulatorio,Hospital,,,,10.227838,-67.468226,Venezuela,0,
Ambulatorio,Hospital,,,,10.504795,-63.420321,Venezuela,0,
Ambulatorio,Hospital,,,,7.540224,-72.421909,Venezuela,0,
Ambulatorio,Hospital,,,,11.144478,-69.614625,Venezuela,0,
Ambulatorio,Hospital,,,,9.189589,-69.908206,Venezuela,0,
Ambulatorio,Hospital,,,,9.128968,-70.70747,Venezuela,0,
Ambulatorio,Hospital,,,,9.733118,-63.232031,Venezuela,0,
Ambulatorio,Hospital,,,"Calle Benito Marín, Tabay, 5116",8.631415,-71.079406,Venezuela,0,
Ambulatorio,Hospital,,,"Calle Juncal, Barcelona, 6001",10.129204,-64.698005,Venezuela,0,
Ambulatorio,Hospital,,,,6.20527,-67.453958,Venezuela,0,
"Ambulatorio ""Dr. Numa Quevedo""",Hospital,,,,9.347634,-70.435477,Venezuela,0,
"Ambulatorio ""Nuestra Señora de La Paz"";Iglesia Adventista del Séptimo Día",Hospital,,,"Calle 10;Avenida Hospital, Valera",9.315297,-70.612651,Venezuela,0,
Ambulatorio Adícora,Hospital,,,"Calle Santa Ana, Adícora, 4142",11.941227,-69.807168,Venezuela,0,
Ambulatorio Alfonzo López Porras,Hospital,,,,10.528521,-66.98055,Venezuela,0,
Ambulatorio Alí Romero,Hospital,,,"Avenida Fuerzas Armadas, Barcelona, 6001",10.142229,-64.684321,Venezuela,0,
Ambulatorio Andres Eloy Blanco,Hospital,,,,11.681849,-70.213203,Venezuela,0,
Ambulatorio Atapirire,Hospital,,,,8.433369,-64.368616,Venezuela,0,
Ambulatorio Boca de Pozo,Hospital,,,,11.004487,-64.379256,Venezuela,0,
Ambulatorio Boyaca V,Hospital,,,,10.169769,-64.673344,Venezuela,0,
Ambulatorio Boyaca V,Hospital,,,"Avenida Principal  IV y V, Barcelona, 6001",10.170012,-64.673401,Venezuela,0,
Ambulatorio Boyacá V,Hospital,,,,10.169927,-64.673257,Venezuela,0,
Ambulatorio CAPI,Hospital,,,,10.721987,-71.690817,Venezuela,0,
Ambulatorio CDI,Hospital,,,,10.115719,-64.571766,Venezuela,0,
Annotto Bay Hospital,Hospital,996-2034,,,18.273199,-76.762054,Jamaica,0,
Bellevue Hospital,Hospital,+1876 926-1380,,"16, Windward Road",17.970466,-76.770509,Jamaica,0,
Black River Hospital,Hospital,,,,18.02656,-77.858901,Jamaica,0,
Bustamante Children Hospital,Hospital,926-5721,,Authur Wint Drive,17.999875,-76.777766,Jamaica,0,
Catherine Hall Health Centre,Hospital,952-0396,,,18.462577,-77.918953,Jamaica,0,
Community Health Center,Hospital,,,,18.511798,-77.800159,Jamaica,0,
Cornwall Regional Hospital,Hospital,952-6683,,,18.469724,-77.909967,Jamaica,0,
Cross Keys Health Centre,Hospital,,,,17.897754,-77.50081,Jamaica,0,
Falmouth Hospital,Hospital,,,,18.496548,-77.660525,Jamaica,0,
Falmouth Hospital,Hospital,,,,18.496017,-77.660849,Jamaica,0,
Font Hill Health Centre,Hospital,,,,17.94316,-76.506394,Jamaica,0,
Glengoffe Health Centre,Hospital,,,,18.135646,-76.884787,Jamaica,0,
Hargreaves Memorial Hospital,Hospital,,,,18.043989,-77.507412,Jamaica,0,
Harkers Hall Health Center,Hospital,,,,18.121219,-76.910634,Jamaica,0,
Hospiten Montego Bay,Hospital,,,,18.521042,-77.853085,Jamaica,0,https://hospiten.com/hospitales/hospiten-montego-bay
Isaac Barrant Clinic,Hospital,,,,17.917294,-76.265221,Jamaica,0,
Kingston Open MRI,Hospital,+1 876 908 1828,,"48, Constant Spring Road, Kingston, 10",18.022003,-76.795945,Jamaica,0,http://www.kingstonopenmri.com/
Kingston Public Hospital,Hospital,922-0227,,,17.975855,-76.795447,Jamaica,0,
Lincoln Health Centre,Hospital,,,"Lincoln-Fairfield Main Road, Mandeville",18.023574,-77.566681,Jamaica,0,
Linstead Hospital,Hospital,+18769852241,,"7, Rodney Hall Road",18.133145,-77.031638,Jamaica,0,
Mandeville Memorial Hospital,Hospital,962-2067,,,18.042752,-77.508947,Jamaica,0,
Mandeville Public Hospital,Hospital,962-2067,,,18.042329,-77.509557,Jamaica,0,
May Pen Hospital,Hospital,,,,17.973559,-77.259826,Jamaica,0,
National Chest Hospital,Hospital,+18769270655,,"35 1/5, Barbican Rd",18.022512,-76.760979,Jamaica,0,
Noel Holmes Hospital,Hospital,+18769562733,,,18.452279,-78.167815,Jamaica,0,
Nutall Memorial Hospital,Hospital,,,Kingston,17.995241,-76.785732,Jamaica,0,
Percy Junor Hospital,Hospital,964-2322,,,18.155469,-77.464851,Jamaica,0,
Port Antonio Hospital,Hospital,,,,18.176427,-76.456168,Jamaica,0,
Saint Thomas Infirmary,Hospital,,,,17.885886,-76.417982,Jamaica,0,
Savannah La Mar Public General Hospital,Hospital,,,,18.225975,-78.129133,Jamaica,0,
Sir John Golding Rehabilitation Center,Hospital,+18769272504,,"7, John Golding Road",18.005265,-76.740196,Jamaica,0,
Spanish Town Hospital,Hospital,+18769843031,,Burke Road,17.991774,-76.947143,Jamaica,0,https://www.serha.gov.jm/
St Ann's Bay Hospital,Hospital,,,,18.43585,-77.210787,Jamaica,0,
St Ann's Bay Infirmary,Hospital,,,,18.447322,-77.223756,Jamaica,0,
St. Ann's Bay Hospital,Hospital,,,,18.436271,-77.210769,Jamaica,0,
St. Elizabeth's Infirmary,Hospital,,,,18.058312,-77.704472,Jamaica,0,
St. Jago Park Health Centre,Hospital,+18769843031,,"Burke Road, Spanish Town",17.99284,-76.946823,Jamaica,0,https://www.serha.gov.jm/
St. Joseph's Hospital Complex,Hospital,,,"22, Deanery Road",17.980415,-76.772085,Jamaica,0,
Trinityville Health Centre,Hospital,,,,17.961849,-76.510458,Jamaica,0,
University Hospital Of The West Indies,Hospital,+1 (876) 927-1621-9,,"Mona, KGN7",18.011018,-76.74452,Jamaica,0,https://uhwi.gov.jm/
University Hospital of the West Indies,Hospital,927-1620,,,18.011341,-76.74338,Jamaica,0,https://uhwi.gov.jm/
Uwi Health Center,Hospital,,,,18.004334,-76.743652,Jamaica,0,
Barna- og unglingageðdeild Landspítalans,Hospital,03545434300,,"12, Dalbraut, 105",64.148602,-21.87642,Iceland,0,https://www.landspitali.is/sjuklingar-adstandendur/deildir-og-thjonusta/barna-og-unglingageddeild/
Fjórðungssjúkrahúsið í Neskaupstað,Hospital,,,"20, Mýrargata, Neskaupstaður, 740",65.14843,-13.676025,Iceland,0,
HSN Blönduós,Hospital,,,,65.656474,-20.280292,Iceland,0,
Heilbrigðisstofnun Suðurlands,Hospital,,,"Selfoss, 800",63.939191,-20.987013,Iceland,0,
Heilbrigðisstofnun Suðurlands,Hospital,,,,63.420755,-19.006431,Iceland,0,
Heilbrigðisstofnun Vesturlands,Hospital,+354 432 1200,,"Austurgata, 340",65.077387,-22.721755,Iceland,0,
Heilbrigðisstofnunin Fjallabyggð,Hospital,,,,66.155647,-18.909295,Iceland,0,
Heilbrigðisstofun Þingeyinga,Hospital,,,,66.049057,-17.34058,Iceland,0,
Heilbrigðisstofunin Sauðárkróki,Hospital,,,,65.73937,-19.639755,Iceland,0,
Heilsugæsla Rangárþings,Hospital,,,"4, Öldubakki, Hvolsvöllur, 860",63.751572,-20.217493,Iceland,0,
Heilsugæsla Raufarhafnar,Hospital,,,,66.452694,-15.950413,Iceland,0,
Heilsugæsla Suðurnesja,Hospital,,,"6, Skólavegur, Keflavík, 230",64.001093,-22.555173,Iceland,0,
Heilsugæsla við Víkurbraut,Hospital,,,,64.258864,-15.213518,Iceland,0,
Heilsugæslan,Hospital,,,"8, Búðareyri, 730",65.033517,-14.222559,Iceland,0,
